지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,풍향(16방위),풍향 QC플래그,습도(%),습도 QC플래그,증기압(hPa),이슬점온도(°C),현지기압(hPa),현지기압 QC플래그,해면기압(hPa),해면기압 QC플래그,전운량(10분위),중하층운량(10분위),지면온도(°C),지면온도 QC플래그
108,서울,2022-01-09 22:00,-.3,,,,1.1,,320,,66,,4,-5.8,1012.4,,1023.3,,0,0,-1.9,
108,서울,2022-01-09 23:00,-.8,,,,.9,,290,,68,,3.9,-5.9,1012.2,,1023.1,,0,0,-2.3,
108,서울,2022-01-10 00:00,-1.2,,,,1.5,,290,,71,,4,-5.7,1012.3,,1023.2,,0,0,-2.5,
108,서울,2022-01-10 01:00,-1.6,,,,1,,270,,73,,4,-5.8,1012.1,,1023,,0,0,-2.7,
108,서울,2022-01-10 02:00,-1.8,,,,1.5,,50,,75,,4,-5.6,1012,,1022.9,,5,0,-3,
108,서울,2022-01-10 03:00,-1.9,,,,1.1,,360,,76,,4.1,-5.5,1012.5,,1023.4,,7,0,-3.2,
108,서울,2022-01-10 04:00,-2.1,,,,.8,,340,,77,,4.1,-5.5,1012.5,,1023.4,,2,0,-3.6,
108,서울,2022-01-10 05:00,-2.7,,,,2.3,,50,,80,,4,-5.6,1011.9,,1022.9,,2,0,-3.7,
108,서울,2022-01-10 06:00,-3.1,,,,2.3,,20,,81,,3.9,-5.9,1012,,1023,,0,0,-4.1,
108,서울,2022-01-10 07:00,-3.3,,,,2.3,,20,,82,,3.9,-5.9,1012.3,,1023.3,,0,0,-4.3,
108,서울,2022-01-10 08:00,-3.3,,,,2,,20,,84,,4,-5.6,1012,,1023,,2,0,-4.5,
108,서울,2022-01-10 09:00,-3,,,,1.6,,50,,83,,4.1,-5.4,1012.4,,1023.4,,2,0,-3.5,
108,서울,2022-01-10 10:00,-1,,,,1.7,,50,,78,,4.4,-4.3,1012.5,,1023.4,,5,0,-1.1,
108,서울,2022-01-10 11:00,1.5,,,,1.9,,50,,69,,4.7,-3.5,1011.7,,1022.5,,7,0,1.7,
108,서울,2022-01-10 12:00,3.7,,,,1.1,,180,,60,,4.8,-3.3,1010.5,,1021.2,,8,0,3.7,
108,서울,2022-01-10 13:00,4.2,,,,2.4,,250,,53,,4.4,-4.5,1009.7,,1020.3,,9,0,4.6,
108,서울,2022-01-10 14:00,4.4,,,,2.1,,270,,44,,3.7,-6.8,1009.1,,1019.7,,9,3,4.2,
108,서울,2022-01-10 15:00,4,,,,2.8,,270,,40,,3.2,-8.4,1008.9,,1019.5,,9,6,3.2,
108,서울,2022-01-10 16:00,3.5,,,,2.1,,270,,46,,3.6,-7,1008.8,,1019.5,,10,10,1.4,
108,서울,2022-01-10 17:00,3,,,,2.5,,290,,53,,4,-5.6,1008.3,,1019,,10,10,.2,
108,서울,2022-01-10 18:00,2.4,,,,2.1,,270,,56,,4.1,-5.5,1008.1,,1018.8,,10,6,-.4,
108,서울,2022-01-10 19:00,2,,,9,2.3,,250,,55,,3.9,-6.1,1008.5,,1019.2,,10,8,-.1,
108,서울,2022-01-10 20:00,1.8,,,9,2.4,,250,,52,,3.6,-7,1007.8,,1018.5,,10,7,-.2,
108,서울,2022-01-10 21:00,1.4,,0,,1.9,,270,,58,,3.9,-5.9,1007.3,,1018,,10,6,-.2,
108,서울,2022-01-10 22:00,1,,,9,2.2,,290,,66,,4.3,-4.6,1007.1,,1017.9,,10,7,-.2,
108,서울,2022-01-10 23:00,.3,,,9,1.9,,250,,82,,5.1,-2.4,1006.8,,1017.6,,10,8,-.2,
108,서울,2022-01-11 00:00,.3,,.9,,2.8,,230,,92,,5.8,-.8,1006.2,,1017,,10,8,-.2,
108,서울,2022-01-11 01:00,-1.2,,,9,4.6,,290,,83,,4.6,-3.7,1006.4,,1017.2,,10,8,-.3,
108,서울,2022-01-11 02:00,-2.7,,,9,4.4,,270,,72,,3.6,-7,1006.4,,1017.3,,0,0,-.6,
108,서울,2022-01-11 03:00,-4.3,,.2,,4.5,,270,,71,,3.2,-8.7,1006.7,,1017.7,,3,3,-1.1,
108,서울,2022-01-11 04:00,-5.9,,,9,5.6,,270,,66,,2.6,-11.2,1006.5,,1017.5,,0,0,-1.5,
108,서울,2022-01-11 05:00,-7.1,,,9,4.6,,290,,67,,2.4,-12.1,1006.5,,1017.6,,0,0,-2.1,
108,서울,2022-01-11 06:00,-7.9,,,9,4.7,,290,,66,,2.2,-13.1,1007.3,,1018.4,,0,0,-2.6,
108,서울,2022-01-11 07:00,-8.7,,,9,3.7,,290,,62,,2,-14.6,1008.2,,1019.4,,0,0,-3.1,
108,서울,2022-01-11 08:00,-9.3,,,9,3.9,,270,,62,,1.9,-15.2,1008.5,,1019.7,,0,0,-3.6,
108,서울,2022-01-11 09:00,-9.3,,,9,3.2,,270,,61,,1.8,-15.4,1009.2,,1020.4,,0,0,-3.7,
108,서울,2022-01-11 10:00,-8.5,,,9,3.4,,270,,54,,1.7,-16.1,1010,,1021.2,,0,0,-2.3,
108,서울,2022-01-11 11:00,-7.6,,,9,4.2,,270,,50,,1.7,-16.2,1010.1,,1021.3,,0,0,-.7,
108,서울,2022-01-11 12:00,-7,,,9,5.7,,290,,48,,1.7,-16.1,1009.9,,1021,,0,0,.3,
108,서울,2022-01-11 13:00,-5.9,,,9,4.7,,270,,47,,1.8,-15.4,1009.3,,1020.4,,0,0,2.7,
108,서울,2022-01-11 14:00,-5.4,,,9,4.4,,290,,44,,1.8,-15.7,1009.3,,1020.3,,0,0,3.9,
108,서울,2022-01-11 15:00,-4.9,,,9,4.1,,270,,40,,1.7,-16.4,1009.1,,1020.1,,0,0,1.6,
108,서울,2022-01-11 16:00,-4.8,,,9,3.7,,270,,39,,1.7,-16.6,1009.8,,1020.8,,0,0,-.2,
108,서울,2022-01-11 17:00,-5.5,,,9,2.9,,270,,42,,1.7,-16.4,1010.4,,1021.5,,0,0,-1.4,
108,서울,2022-01-11 18:00,-6.7,,,9,3.7,,270,,47,,1.7,-16.1,1011.4,,1022.5,,0,0,-3,
108,서울,2022-01-11 19:00,-7.5,,,9,3.1,,290,,49,,1.7,-16.3,1012.4,,1023.6,,0,0,-4.3,
108,서울,2022-01-11 20:00,-8.3,,,9,3.1,,320,,52,,1.7,-16.4,1013.1,,1024.3,,0,0,-5.2,
108,서울,2022-01-11 21:00,-9,,,9,2.9,,340,,54,,1.7,-16.6,1013.5,,1024.8,,0,0,-5.9,
108,서울,2022-01-11 22:00,-9.6,,,9,2.7,,320,,56,,1.7,-16.7,1013.9,,1025.2,,0,0,-6.5,
108,서울,2022-01-11 23:00,-10,,,9,3,,340,,56,,1.6,-17.1,1013.8,,1025.1,,0,0,-6.8,
108,서울,2022-01-12 00:00,-10.2,,,9,2.6,,340,,57,,1.6,-17.1,1013.7,,1025,,0,0,-7.1,
108,서울,2022-01-12 01:00,-10.7,,,,1.5,,320,,57,,1.6,-17.5,1013.5,,1024.8,,0,0,-7.4,
108,서울,2022-01-12 02:00,-11,,,,.6,,360,,61,,1.6,-17,1013.4,,1024.7,,0,0,-7.7,
108,서울,2022-01-12 03:00,-11.3,,,,1.1,,340,,63,,1.6,-16.9,1013.6,,1024.9,,0,0,-7.8,
108,서울,2022-01-12 04:00,-11.3,,,,1.7,,50,,63,,1.6,-16.9,1013.3,,1024.6,,0,0,-7.9,
108,서울,2022-01-12 05:00,-11.1,,,,2.3,,360,,59,,1.6,-17.5,1012.9,,1024.2,,0,0,-8,
108,서울,2022-01-12 06:00,-11,,,,2.7,,270,,58,,1.5,-17.6,1013,,1024.3,,0,0,-8,
108,서울,2022-01-12 07:00,-11.2,,,,1.5,,270,,59,,1.5,-17.6,1012.9,,1024.2,,0,0,-8.1,
108,서울,2022-01-12 08:00,-11.2,,,,1.8,,270,,59,,1.5,-17.6,1013.2,,1024.5,,0,0,-8,
108,서울,2022-01-12 09:00,-10.2,,,,3.1,,320,,54,,1.5,-17.7,1013.4,,1024.7,,0,0,-7.2,
108,서울,2022-01-12 10:00,-8.8,,,,3.1,,320,,48,,1.5,-17.8,1013.4,,1024.6,,0,0,-3.4,
108,서울,2022-01-12 11:00,-7.3,,,,2.5,,270,,46,,1.6,-16.9,1013.1,,1024.3,,0,0,-.4,
108,서울,2022-01-12 12:00,-6.6,,,,2.9,,320,,42,,1.6,-17.4,1012.2,,1023.3,,0,0,3,
108,서울,2022-01-12 13:00,-5.5,,,,3,,320,,42,,1.7,-16.4,1011.4,,1022.5,,1,0,5.6,
108,서울,2022-01-12 14:00,-3.9,,,,3.6,,250,,36,,1.6,-16.8,1011,,1022,,1,0,5.5,
108,서울,2022-01-12 15:00,-4.1,,,,3,,290,,35,,1.6,-17.3,1010.8,,1021.8,,3,0,2.7,
108,서울,2022-01-12 16:00,-4,,,,3.5,,290,,35,,1.6,-17.2,1010.9,,1021.9,,6,0,-.2,
108,서울,2022-01-12 17:00,-4.6,,,,2,,290,,39,,1.7,-16.4,1010.9,,1021.9,,7,0,-.8,
108,서울,2022-01-12 18:00,-5.1,,,,3.1,,270,,41,,1.7,-16.3,1011.2,,1022.3,,7,0,-2.3,
108,서울,2022-01-12 19:00,-5.5,,,,2.9,,250,,47,,1.9,-15,1011.8,,1022.9,,5,0,-3.4,
108,서울,2022-01-12 20:00,-5.8,,,,3.2,,270,,44,,1.7,-16.1,1011.4,,1022.5,,8,0,-4.1,
108,서울,2022-01-12 21:00,-5.9,,,,2.7,,270,,43,,1.7,-16.4,1011.2,,1022.3,,8,0,-4.1,
108,서울,2022-01-12 22:00,-6.1,,,,2.6,,270,,44,,1.7,-16.4,1010.9,,1022,,9,0,-4.8,
108,서울,2022-01-12 23:00,-6.5,,,,2.2,,270,,46,,1.7,-16.2,1010.7,,1021.8,,3,0,-5.4,
108,서울,2022-01-13 00:00,-7.1,,,,2.1,,290,,46,,1.7,-16.7,1010.3,,1021.4,,4,0,-5.9,
108,서울,2022-01-13 01:00,-7.2,,,,.8,,270,,46,,1.6,-16.8,1009.9,,1021,,8,0,-5.1,
108,서울,2022-01-13 02:00,-7.3,,,,.7,,270,,46,,1.6,-16.9,1009.5,,1020.6,,9,0,-5.3,
108,서울,2022-01-13 03:00,-7,,,,1.6,,270,,44,,1.6,-17.2,1009.3,,1020.4,,8,5,-5.2,
108,서울,2022-01-13 04:00,-7.2,,,,1.3,,270,,44,,1.6,-17.4,1008.5,,1019.6,,8,6,-5.7,
108,서울,2022-01-13 05:00,-7.4,,,,1.3,,270,,48,,1.7,-16.5,1008.3,,1019.4,,7,5,-5.8,
108,서울,2022-01-13 06:00,-7.2,,,,1.1,,270,,52,,1.8,-15.4,1008.6,,1019.7,,9,9,-5.3,
108,서울,2022-01-13 07:00,-6.9,,,,2.4,,290,,53,,1.9,-14.8,1009.3,,1020.4,,4,4,-6.1,
108,서울,2022-01-13 08:00,-7.2,,,,4.2,,270,,52,,1.8,-15.4,1009.7,,1020.8,,0,0,-6.5,
108,서울,2022-01-13 09:00,-6.9,,,,3.6,,250,,49,,1.8,-15.8,1010.4,,1021.5,,0,0,-5.8,
108,서울,2022-01-13 10:00,-5.8,,,,4.4,,270,,47,,1.9,-15.3,1010.6,,1021.7,,1,1,-2.6,
108,서울,2022-01-13 11:00,-5,,,,5.6,,270,,45,,1.9,-15.1,1010.9,,1022,,1,1,-.1,
108,서울,2022-01-13 12:00,-4.4,,,,5.2,,270,,40,,1.8,-16,1010.5,,1021.5,,1,1,3.2,
108,서울,2022-01-13 13:00,-4.1,,,,4.9,,290,,35,,1.6,-17.3,1010.1,,1021.1,,0,0,5.6,
108,서울,2022-01-13 14:00,-3.8,,,,4.4,,270,,34,,1.6,-17.4,1009.9,,1020.9,,0,0,5.6,
108,서울,2022-01-13 15:00,-3.3,,,,4.3,,270,,33,,1.6,-17.3,1009.8,,1020.8,,0,0,2.7,
108,서울,2022-01-13 16:00,-3.8,,,,4.2,,270,,35,,1.6,-17,1010.6,,1021.6,,0,0,-.5,
108,서울,2022-01-13 17:00,-4.9,,,,5.5,,270,,40,,1.7,-16.4,1011.1,,1022.2,,0,0,-1.5,
108,서울,2022-01-13 18:00,-6.1,,,,4.5,,290,,45,,1.7,-16.1,1011.9,,1023,,0,0,-3.3,
108,서울,2022-01-13 19:00,-6.8,,,,4.6,,290,,47,,1.7,-16.2,1012.9,,1024,,0,0,-4.5,
108,서울,2022-01-13 20:00,-7.4,,,,3.3,,270,,49,,1.7,-16.3,1013.4,,1024.6,,0,0,-5.3,
108,서울,2022-01-13 21:00,-7.7,,,,2.7,,270,,50,,1.7,-16.3,1013.8,,1025,,0,0,-6,
108,서울,2022-01-13 22:00,-8.1,,,,1.7,,290,,50,,1.7,-16.7,1014.3,,1025.5,,0,0,-6.5,
108,서울,2022-01-13 23:00,-8.5,,,,1.8,,340,,51,,1.6,-16.8,1014.3,,1025.5,,0,0,-7,
108,서울,2022-01-14 00:00,-8.9,,,,1.1,,20,,53,,1.7,-16.7,1014.4,,1025.7,,0,0,-7.4,
108,서울,2022-01-14 01:00,-9.5,,,,1,,270,,53,,1.6,-17.3,1014.4,,1025.7,,0,0,-7.8,
108,서울,2022-01-14 02:00,-9.5,,,,.4,,0,,53,,1.6,-17.3,1014.6,,1025.9,,0,0,-7.9,
108,서울,2022-01-14 03:00,-9.7,,,,.7,,250,,53,,1.6,-17.5,1014.9,,1026.2,,0,0,-8.2,
108,서울,2022-01-14 04:00,-9.7,,,,1.3,,320,,53,,1.6,-17.5,1014.9,,1026.2,,0,0,-8.4,
108,서울,2022-01-14 05:00,-9.4,,,,2.1,,340,,52,,1.6,-17.4,1014.8,,1026.1,,0,0,-8.4,
108,서울,2022-01-14 06:00,-9.5,,,,2.8,,270,,53,,1.6,-17.3,1015,,1026.3,,0,0,-8.4,
108,서울,2022-01-14 07:00,-9.7,,,,2.1,,270,,53,,1.6,-17.5,1015.5,,1026.8,,0,0,-8.4,
108,서울,2022-01-14 08:00,-10,,,,1.5,,290,,56,,1.6,-17.1,1016.1,,1027.4,,0,0,-8.4,
108,서울,2022-01-14 09:00,-9.1,,,,2.2,,270,,53,,1.6,-16.9,1016.3,,1027.6,,0,0,-7.3,
108,서울,2022-01-14 10:00,-7.2,,,,1.4,,320,,45,,1.6,-17.1,1016.7,,1027.9,,0,0,-2.8,
108,서울,2022-01-14 11:00,-4.1,,,,1.3,,180,,39,,1.8,-16,1016.9,,1028,,0,0,1.3,
108,서울,2022-01-14 12:00,-2.3,,,,1.5,,250,,33,,1.7,-16.4,1015.7,,1026.7,,0,0,5.8,
108,서울,2022-01-14 13:00,-.1,,,,2.1,,140,,31,,1.9,-15.2,1015.1,,1026,,0,0,8.5,
108,서울,2022-01-14 14:00,.3,,,,2.9,,180,,29,,1.8,-15.7,1014.6,,1025.5,,0,0,8.3,
108,서울,2022-01-14 15:00,.5,,,,2.7,,250,,26,,1.6,-16.8,1014.2,,1025.1,,0,0,5.2,
108,서울,2022-01-14 16:00,1.2,,,,1.8,,230,,26,,1.7,-16.2,1013.5,,1024.3,,0,0,.4,
108,서울,2022-01-14 17:00,.1,,,,2.2,,200,,28,,1.7,-16.2,1013.5,,1024.4,,3,0,-.9,
108,서울,2022-01-14 18:00,-1.5,,,,1.8,,290,,31,,1.7,-16.4,1013.2,,1024.1,,5,0,-2.1,
108,서울,2022-01-14 19:00,-2.7,,,,1.7,,270,,33,,1.7,-16.7,1014,,1025,,6,0,-2.9,
108,서울,2022-01-14 20:00,-3.1,,,,2,,270,,38,,1.8,-15.4,1014.2,,1025.2,,5,0,-3.6,
108,서울,2022-01-14 21:00,-3.1,,,,2.4,,250,,42,,2,-14.2,1014.4,,1025.4,,7,0,-3.8,
108,서울,2022-01-14 22:00,-3.5,,,,2,,250,,41,,1.9,-14.8,1014.7,,1025.7,,5,0,-4.1,
108,서울,2022-01-14 23:00,-3.9,,,,1.4,,270,,42,,1.9,-14.9,1014.9,,1026,,9,0,-4.5,
108,서울,2022-01-15 00:00,-3.9,,,,.5,,270,,43,,2,-14.6,1014.8,,1025.9,,9,0,-4.5,
108,서울,2022-01-15 01:00,-4.2,,,,1.8,,20,,46,,2.1,-14.1,1014.3,,1025.4,,9,0,-4.5,
108,서울,2022-01-15 02:00,-4.5,,,,2.2,,20,,47,,2.1,-14.1,1014.1,,1025.2,,10,9,-4.7,
108,서울,2022-01-15 03:00,-4.8,,,,2,,50,,47,,2,-14.4,1014.1,,1025.2,,8,0,-5.2,
108,서울,2022-01-15 04:00,-5.2,,,,2.2,,20,,49,,2,-14.2,1013.6,,1024.7,,8,0,-5.7,
108,서울,2022-01-15 05:00,-5.2,,,,2.4,,20,,52,,2.2,-13.5,1013.1,,1024.2,,9,0,-5,
108,서울,2022-01-15 06:00,-5,,,,2.2,,50,,54,,2.3,-12.8,1013,,1024.1,,9,1,-4.5,
108,서울,2022-01-15 07:00,-4.6,,,,2.8,,50,,53,,2.3,-12.7,1012.9,,1024,,9,2,-4.1,
108,서울,2022-01-15 08:00,-4.4,,,,2.5,,50,,48,,2.1,-13.7,1013,,1024.1,,9,5,-3.9,
108,서울,2022-01-15 09:00,-3.8,,,,2.3,,50,,46,,2.1,-13.7,1013,,1024,,6,2,-3.2,
108,서울,2022-01-15 10:00,-2.3,,,,1.9,,50,,44,,2.3,-12.9,1013.1,,1024.1,,9,5,-1.2,
108,서울,2022-01-15 11:00,-.7,,,,3.1,,50,,43,,2.5,-11.7,1012.8,,1023.7,,8,2,2.1,
108,서울,2022-01-15 12:00,.4,,,,2.3,,50,,41,,2.6,-11.3,1012.2,,1023,,9,9,1.7,
108,서울,2022-01-15 13:00,.7,,,,1.7,,50,,43,,2.8,-10.4,1011.6,,1022.4,,9,7,1.8,
108,서울,2022-01-15 14:00,.9,,,,1.9,,50,,43,,2.8,-10.2,1011,,1021.8,,9,9,.8,
108,서울,2022-01-15 15:00,1.3,,,,2.2,,50,,43,,2.9,-9.9,1010.5,,1021.3,,9,6,1.1,
108,서울,2022-01-15 16:00,1.8,,,,2.2,,50,,43,,3,-9.4,1010.4,,1021.2,,9,9,1,
108,서울,2022-01-15 17:00,1.6,,,,1.6,,50,,44,,3,-9.3,1010.7,,1021.5,,10,8,.1,
108,서울,2022-01-15 18:00,1.4,,,,1.7,,50,,48,,3.2,-8.4,1010.7,,1021.5,,9,9,-.3,
108,서울,2022-01-15 19:00,1.3,,,,2.5,,50,,49,,3.3,-8.2,1010.8,,1021.6,,9,9,-.2,
108,서울,2022-01-15 20:00,1.3,,,9,1.6,,50,,51,,3.4,-7.7,1010.7,,1021.5,,9,9,-.3,
108,서울,2022-01-15 21:00,1.3,,0,,1.1,,360,,51,,3.4,-7.7,1011,,1021.8,,9,9,-.3,
108,서울,2022-01-15 22:00,1.4,,,9,.8,,50,,53,,3.6,-7.1,1010.9,,1021.7,,9,9,-.4,
108,서울,2022-01-15 23:00,1.3,,,9,.3,,0,,53,,3.6,-7.2,1010.7,,1021.5,,9,9,-1,
108,서울,2022-01-16 00:00,1.3,,0,,1.3,,50,,56,,3.8,-6.5,1010.5,,1021.3,,9,9,-.8,
108,서울,2022-01-16 01:00,1.5,,,,1.7,,200,,68,,4.6,-3.7,1011.1,,1021.9,,9,9,-.8,
108,서울,2022-01-16 02:00,2.3,,,9,2.1,,230,,73,,5.3,-2,1010.5,,1021.2,,9,9,-.4,
108,서울,2022-01-16 03:00,2.4,,0,,1.9,,230,,74,,5.4,-1.7,1010.6,,1021.3,,9,9,-.4,
108,서울,2022-01-16 04:00,2.4,,,9,2.8,,270,,78,,5.7,-1,1010.5,,1021.2,,9,9,-.5,
108,서울,2022-01-16 05:00,1.5,,,9,3.4,,270,,79,,5.4,-1.7,1010.7,,1021.5,,8,8,-.4,
108,서울,2022-01-16 06:00,.1,,,9,4,,270,,76,,4.7,-3.6,1011.3,,1022.2,,3,3,-1.7,
108,서울,2022-01-16 07:00,-1,,,9,3.1,,270,,78,,4.4,-4.3,1012.1,,1023,,3,3,-2.6,
108,서울,2022-01-16 08:00,-2.5,,,9,3.5,,270,,75,,3.8,-6.3,1012.9,,1023.9,,1,1,-3.2,
108,서울,2022-01-16 09:00,-3.4,,,9,4.6,,290,,70,,3.3,-8,1013.6,,1024.6,,1,1,-2.8,
108,서울,2022-01-16 10:00,-3.1,,,9,4.2,,270,,61,,3,-9.5,1014.5,,1025.5,,0,0,-.7,
108,서울,2022-01-16 11:00,-3.1,,,9,4.5,,290,,53,,2.6,-11.3,1015.2,,1026.2,,0,0,3.1,
108,서울,2022-01-16 12:00,-1.5,,,9,3.9,,270,,46,,2.5,-11.6,1014.9,,1025.8,,0,0,7.6,
108,서울,2022-01-16 13:00,-.4,,,9,3.4,,270,,35,,2.1,-14,1014.5,,1025.4,,0,0,10.5,
108,서울,2022-01-16 14:00,.1,,,9,4,,250,,31,,1.9,-15,1014.7,,1025.6,,0,0,9.4,
108,서울,2022-01-16 15:00,.5,,,9,4.3,,250,,36,,2.3,-12.8,1014.4,,1025.3,,0,0,6.1,
108,서울,2022-01-16 16:00,-.1,,,9,4,,250,,38,,2.3,-12.7,1014.6,,1025.5,,0,0,.4,
108,서울,2022-01-16 17:00,-1.1,,,9,3.5,,250,,39,,2.2,-13.3,1014.6,,1025.5,,0,0,-1.2,
108,서울,2022-01-16 18:00,-2.4,,,9,2.8,,270,,43,,2.2,-13.3,1015.1,,1026.1,,0,0,-2.3,
108,서울,2022-01-16 19:00,-3.1,,,9,3,,250,,41,,2,-14.5,1015.6,,1026.6,,0,0,-2.8,
108,서울,2022-01-16 20:00,-3.9,,,9,3.2,,270,,33,,1.5,-17.8,1016.1,,1027.2,,0,0,-3.4,
108,서울,2022-01-16 21:00,-4.4,,,9,2.9,,290,,36,,1.6,-17.2,1016.3,,1027.4,,0,0,-4,
108,서울,2022-01-16 22:00,-5.3,,,9,4.3,,290,,42,,1.7,-16.2,1017.1,,1028.2,,0,0,-4.4,
108,서울,2022-01-16 23:00,-6.4,,,9,3.5,,290,,50,,1.9,-15.1,1017.1,,1028.3,,0,0,-5,
108,서울,2022-01-17 00:00,-7.2,,,9,2.6,,290,,55,,2,-14.7,1017.3,,1028.5,,0,0,-5.6,
108,서울,2022-01-17 01:00,-7.9,,,,2.3,,270,,58,,2,-14.7,1017.5,,1028.7,,0,0,-6.1,
108,서울,2022-01-17 02:00,-8.6,,,,1.1,,270,,59,,1.9,-15.1,1017.2,,1028.5,,0,0,-6.8,
108,서울,2022-01-17 03:00,-8.5,,,,1.7,,290,,59,,1.9,-15,1017.4,,1028.7,,0,0,-7,
108,서울,2022-01-17 04:00,-8.9,,,,1.3,,270,,60,,1.9,-15.2,1017.2,,1028.5,,0,0,-7.4,
108,서울,2022-01-17 05:00,-9.1,,,,1.2,,270,,60,,1.8,-15.4,1016.9,,1028.2,,0,0,-7.7,
108,서울,2022-01-17 06:00,-9.1,,,,.9,,320,,60,,1.8,-15.4,1016.5,,1027.8,,0,0,-8,
108,서울,2022-01-17 07:00,-9.2,,,,1.6,,20,,59,,1.8,-15.7,1016.8,,1028.1,,0,0,-8.3,
108,서울,2022-01-17 08:00,-8.6,,,,.5,,270,,60,,1.9,-14.9,1017.2,,1028.5,,0,0,-8.2,
108,서울,2022-01-17 09:00,-7.9,,,,1.5,,230,,57,,1.9,-14.9,1017.3,,1028.5,,0,0,-6.6,
108,서울,2022-01-17 10:00,-5.4,,,,2.2,,270,,51,,2.1,-13.9,1018.1,,1029.2,,0,0,-1.7,
108,서울,2022-01-17 11:00,-3.3,,,,2.6,,250,,43,,2.1,-14.1,1017.4,,1028.5,,0,0,3.2,
108,서울,2022-01-17 12:00,-1.7,,,,2.6,,270,,38,,2.1,-14.1,1016.2,,1027.2,,3,3,6.9,
108,서울,2022-01-17 13:00,-.2,,,,2,,250,,42,,2.5,-11.5,1014.7,,1025.6,,10,2,6.1,
108,서울,2022-01-17 14:00,-1,,,9,3.4,,290,,54,,3.1,-9.1,1014.4,,1025.3,,9,9,3.1,
108,서울,2022-01-17 15:00,-2.2,,0,,4,,270,,75,,3.9,-6,1014.5,,1025.5,,9,9,.8,
108,서울,2022-01-17 16:00,-2.2,,,9,3.2,,250,,76,,4,-5.8,1014,,1025,,7,7,.3,
108,서울,2022-01-17 17:00,-2.5,,,9,3.8,,270,,78,,4,-5.8,1014.1,,1025.1,,6,6,-.9,
108,서울,2022-01-17 18:00,-3.3,,.5,,3.4,,290,,83,,4,-5.7,1014.7,,1025.7,,8,8,-1,
108,서울,2022-01-17 19:00,-4.1,,,9,3.8,,270,,67,,3,-9.3,1015.9,,1027,,1,1,-2,
108,서울,2022-01-17 20:00,-5.2,,,9,3.8,,270,,53,,2.2,-13.3,1017.1,,1028.2,,0,0,-3.1,
108,서울,2022-01-17 21:00,-5.8,,0,,3.1,,320,,51,,2,-14.3,1017.7,,1028.9,,0,0,-4.1,
108,서울,2022-01-17 22:00,-6.5,,,9,2.8,,290,,52,,2,-14.7,1018.2,,1029.4,,0,0,-4.8,
108,서울,2022-01-17 23:00,-7.2,,,9,1.3,,290,,53,,1.9,-15.1,1018.2,,1029.4,,0,0,-5.5,
108,서울,2022-01-18 00:00,-7.7,,,9,2.2,,270,,56,,1.9,-14.9,1017.9,,1029.1,,0,0,-5.9,
108,서울,2022-01-18 01:00,-7.6,,,,2.3,,340,,56,,1.9,-14.8,1017.8,,1029,,0,0,-6.2,
108,서울,2022-01-18 02:00,-7.9,,,,2,,340,,56,,1.9,-15.1,1017.8,,1029.1,,0,0,-6.5,
108,서울,2022-01-18 03:00,-8.4,,,,1.7,,290,,58,,1.9,-15.2,1018.1,,1029.4,,0,0,-6.9,
108,서울,2022-01-18 04:00,-8.9,,,,1.3,,270,,58,,1.8,-15.6,1018,,1029.3,,0,0,-7.3,
108,서울,2022-01-18 05:00,-9.1,,,,1.5,,290,,60,,1.8,-15.4,1018,,1029.3,,0,0,-7.5,
108,서울,2022-01-18 06:00,-9.6,,,,1.9,,270,,62,,1.8,-15.5,1018.1,,1029.4,,0,0,-7.7,
108,서울,2022-01-18 07:00,-9.4,,,,2.1,,270,,59,,1.8,-15.9,1018.5,,1029.8,,0,0,-7.6,
108,서울,2022-01-18 08:00,-9.6,,,,2.4,,340,,61,,1.8,-15.7,1018.7,,1030,,0,0,-7.7,
108,서울,2022-01-18 09:00,-8.8,,,,3.2,,320,,56,,1.8,-16,1019.2,,1030.5,,0,0,-6.7,
108,서울,2022-01-18 10:00,-7.5,,,,3,,290,,51,,1.8,-15.9,1019.4,,1030.7,,0,0,-2.9,
108,서울,2022-01-18 11:00,-5.6,,,,2.9,,270,,44,,1.8,-15.9,1019.3,,1030.5,,0,0,1.7,
108,서울,2022-01-18 12:00,-3.7,,,,2.4,,250,,37,,1.7,-16.3,1018.6,,1029.7,,0,0,6.4,
108,서울,2022-01-18 13:00,-3,,,,2.8,,290,,32,,1.6,-17.4,1017.6,,1028.6,,0,0,9,
108,서울,2022-01-18 14:00,-1.8,,,,3.2,,270,,29,,1.6,-17.5,1016.8,,1027.8,,0,0,8.9,
108,서울,2022-01-18 15:00,-1,,,,3.1,,290,,29,,1.6,-16.8,1016.1,,1027,,0,0,7,
108,서울,2022-01-18 16:00,-.9,,,,2.7,,270,,28,,1.6,-17.1,1016,,1026.9,,0,0,.3,
108,서울,2022-01-18 17:00,-1.9,,,,2.8,,290,,32,,1.7,-16.4,1016.3,,1027.3,,0,0,-1.3,
108,서울,2022-01-18 18:00,-3,,,,1.6,,270,,33,,1.6,-17,1016.3,,1027.3,,0,0,-2.8,
108,서울,2022-01-18 19:00,-3.6,,,,2.8,,270,,38,,1.8,-15.8,1016.7,,1027.8,,0,0,-3.5,
108,서울,2022-01-18 20:00,-4,,,,3,,290,,49,,2.2,-13.1,1017,,1028.1,,4,0,-4.1,
